start-geopoint,_start-geopoint_latitude,_start-geopoint_longitude,_start-geopoint_altitude,_start-geopoint_precision,Region_faci,Facility_id4,gps,_gps_latitude,_gps_longitude,_gps_altitude,_gps_precision
14.3081275 38.1746321 1823.5 3000.0,14.3081275,38.1746321,1823.5,3000,6,8,14.3090071 38.1769039 1811.8999999999999 4.918,14.3090071,38.1769039,1811.9,4.918
14.3090533 38.17671 1828.8 10.9,14.3090533,38.17671,1828.8,10.9,6,8,14.3091035 38.1767602 1834.1999999999998 4.97,14.3091035,38.1767602,1834.2,4.97
14.3081275 38.1746321 0.0 3000.0,14.3081275,38.1746321,0,3000,6,8,14.3091625 38.1769152 1839.1999999999998 4.971,14.3091625,38.1769152,1839.2,4.971
14.3081275 38.1746321 0.0 3000.0,14.3081275,38.1746321,0,3000,6,8,14.3090421 38.1767182 1805.6 4.983,14.3090421,38.1767182,1805.6,4.983
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8648855 39.7383121 2689.0 4.4,13.8648855,39.7383121,2689,4.4
13.8646282 39.7382413 2678.6 914.563,13.8646282,39.7382413,2678.6,914.563,6,5,13.8648022 39.7383055 2678.6 2104.767,13.8648022,39.7383055,2678.6,2104.767
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8647735 39.7379599 2674.1 4.952,13.8647735,39.7379599,2674.1,4.952
13.8648106 39.737963 2674.2 4.966,13.8648106,39.737963,2674.2,4.966,6,5,13.8649486 39.7380815 2680.6 4.021,13.8649486,39.7380815,2680.6,4.021
,,,,,6,5,13.8647062 39.7384258 2691.7999999999997 4.883,13.8647062,39.7384258,2691.8,4.883
,,,,,6,5,13.8646376 39.7384276 2697.7 4.98,13.8646376,39.7384276,2697.7,4.98
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8646037 39.7384561 2697.2 5.0,13.8646037,39.7384561,2697.2,5
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8646676 39.7384554 2697.2999999999997 5.0,13.8646676,39.7384554,2697.3,5
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8646292 39.738443 2697.2 5.0,13.8646292,39.738443,2697.2,5
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8646796 39.7384085 2691.7999999999997 5.0,13.8646796,39.7384085,2691.8,5
,,,,,6,5,13.86461 39.7384417 2697.2 4.6,13.86461,39.7384417,2697.2,4.6
,,,,,6,5,13.8647979 39.7379057 2706.1 5.0,13.8647979,39.7379057,2706.1,5
,,,,,6,5,13.864767 39.7379405 2683.6 4.85,13.864767,39.7379405,2683.6,4.85
,,,,,6,5,13.8647605 39.7380373 2679.6 4.883,13.8647605,39.7380373,2679.6,4.883
,,,,,6,5,13.8648333 39.7380067 2673.6 5.0,13.8648333,39.7380067,2673.6,5
,,,,,6,5,13.8647723 39.7379265 2700.6 4.98,13.8647723,39.7379265,2700.6,4.98
,,,,,6,5,13.8648199 39.7379501 2674.8999999999996 4.86,13.8648199,39.7379501,2674.9,4.86
,,,,,6,5,13.8647783 39.7380595 2654.0 4.86,13.8647783,39.7380595,2654,4.86
13.8647821 39.738136 2661.5 4.96,13.8647821,39.738136,2661.5,4.96,6,5,13.8647432 39.7378996 2654.1 4.85,13.8647432,39.7378996,2654.1,4.85
13.8657087 39.7357876 0.0 100.0,13.8657087,39.7357876,0,100,6,5,13.8645821 39.7381537 2658.1 4.916,13.8645821,39.7381537,2658.1,4.916
13.8657087 39.7357876 0.0 100.0,13.8657087,39.7357876,0,100,6,5,13.864702 39.7381091 2675.2999999999997 4.72,13.864702,39.7381091,2675.3,4.72
13.8648766 39.7380397 2674.2999999999997 5.842,13.8648766,39.7380397,2674.3,5.842,6,5,13.8646842 39.7380681 2668.7 4.985,13.8646842,39.7380681,2668.7,4.985
,,,,,6,6,14.0394383 39.064785 1954.2 4.929,14.0394383,39.064785,1954.2,4.929
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100,6,3,12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700,6,3,12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700
12.8003247 39.6468165 1757.5 100.0,12.8003247,39.6468165,1757.5,100,6,3,12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700,6,3,12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700
12.7993575 39.6469593 1744.7 10.414,12.7993575,39.6469593,1744.7,10.414,6,3,12.8003247 39.6468165 1744.7 100.0,12.8003247,39.6468165,1744.7,100
12.8003247 39.6468165 1744.7 100.0,12.8003247,39.6468165,1744.7,100,6,3,12.8003247 39.6468165 1744.7 100.0,12.8003247,39.6468165,1744.7,100
12.8003247 39.6468165 1744.7 100.0,12.8003247,39.6468165,1744.7,100,6,3,12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100
12.7998037 39.6472499 1762.2 14.125,12.7998037,39.6472499,1762.2,14.125,6,3,12.8003247 39.6468165 1757.5 100.0,12.8003247,39.6468165,1757.5,100
12.7993921 39.6468289 1831.8 8.258,12.7993921,39.6468289,1831.8,8.258,6,3,12.8003247 39.6468165 1831.8 100.0,12.8003247,39.6468165,1831.8,100
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100,6,3,12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700,6,3,12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700
12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700,6,3,12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700
,,,,,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
12.7975683 39.6458487 0.0 300.0,12.7975683,39.6458487,0,300,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700,6,3,12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700
12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700,6,3,12.797688 39.6468165 0.0 2700.0,12.797688,39.6468165,0,2700
13.2413833 39.5201383 2056.6 11.3,13.2413833,39.5201383,2056.6,11.3,6,1,13.2411115 39.5204287 2084.8 4.85,13.2411115,39.5204287,2084.8,4.85
,,,,,6,1,13.241218 39.5203697 2078.1 4.983,13.241218,39.5203697,2078.1,4.983
,,,,,6,1,13.2412905 39.5203981 2086.3 4.9,13.2412905,39.5203981,2086.3,4.9
,,,,,6,1,13.2411422 39.5203794 2078.5 4.98,13.2411422,39.5203794,2078.5,4.98
,,,,,6,1,13.2411425 39.5203942 2072.7 4.82,13.2411425,39.5203942,2072.7,4.82
,,,,,6,1,13.2411754 39.5203968 2074.0 4.766,13.2411754,39.5203968,2074,4.766
,,,,,6,1,13.2411353 39.5203489 2086.3 4.3,13.2411353,39.5203489,2086.3,4.3
13.2411533 39.5203333 2086.1 4.3,13.2411533,39.5203333,2086.1,4.3,6,1,13.2411418 39.5203183 2070.3 4.42,13.2411418,39.5203183,2070.3,4.42
,,,,,6,1,13.2411574 39.5203771 2086.9 3.5,13.2411574,39.5203771,2086.9,3.5
13.2411614 39.520207 2096.0 4.72,13.2411614,39.520207,2096,4.72,6,1,13.2411869 39.5203052 2073.7 4.94,13.2411869,39.5203052,2073.7,4.94
,,,,,6,1,13.2411675 39.5203869 2088.7 4.4,13.2411675,39.5203869,2088.7,4.4
,,,,,6,1,13.2411961 39.5203947 2094.7 4.58,13.2411961,39.5203947,2094.7,4.58
,,,,,6,1,13.241192 39.5204054 2092.1 4.76,13.241192,39.5204054,2092.1,4.76
,,,,,6,1,13.2411741 39.5204125 2075.2 4.8,13.2411741,39.5204125,2075.2,4.8
,,,,,6,1,13.2412754 39.5203733 2096.0 4.883,13.2412754,39.5203733,2096,4.883
,,,,,6,1,13.2412047 39.5204139 2082.4 4.74,13.2412047,39.5204139,2082.4,4.74
,,,,,6,1,13.241181 39.5204165 2071.5 4.78,13.241181,39.5204165,2071.5,4.78
,,,,,6,2,12.9374264 39.5166575 2452.5 4.98,12.9374264,39.5166575,2452.5,4.98
,,,,,6,2,12.937483 39.5166872 2452.6 4.916,12.937483,39.5166872,2452.6,4.916
,,,,,6,3,12.7996278 39.6490747 0.0 200.0,12.7996278,39.6490747,0,200
,,,,,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
,,,,,6,3,12.8004146 39.6493839 0.0 300.0,12.8004146,39.6493839,0,300
,,,,,6,3,12.7998517 39.6491627 0.0 200.0,12.7998517,39.6491627,0,200
,,,,,6,3,12.8001474 39.6492789 0.0 300.0,12.8001474,39.6492789,0,300
,,,,,6,3,12.8004816 39.6494102 0.0 300.0,12.8004816,39.6494102,0,300
,,,,,6,3,12.8002676 39.6493261 0.0 300.0,12.8002676,39.6493261,0,300
,,,,,6,3,12.7996944 39.6491009 0.0 200.0,12.7996944,39.6491009,0,200
,,,,,6,3,12.8004627 39.6494027 0.0 300.0,12.8004627,39.6494027,0,300
,,,,,6,3,12.8005686 39.6494443 0.0 300.0,12.8005686,39.6494443,0,300
,,,,,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
,,,,,6,3,12.7999864 39.6492156 0.0 300.0,12.7999864,39.6492156,0,300
,,,,,6,3,12.800159 39.6492834 0.0 300.0,12.800159,39.6492834,0,300
,,,,,6,9,14.1041767 38.4556683 1975.9 3.9,14.1041767,38.4556683,1975.9,3.9
,,,,,6,9,14.1041775 38.4556731 1975.9 3.9,14.1041775,38.4556731,1975.9,3.9
,,,,,6,2,12.9374641 39.5166352 2451.2 4.02,12.9374641,39.5166352,2451.2,4.02
,,,,,6,2,12.9374454 39.5167128 2452.3999999999996 4.78,12.9374454,39.5167128,2452.4,4.78
,,,,,6,2,12.9374208 39.5166868 2452.5 5.0,12.9374208,39.5166868,2452.5,5
,,,,,6,2,12.937495 39.5165941 2463.5 4.38,12.937495,39.5165941,2463.5,4.38
,,,,,6,3,12.7995522 39.649045 0.0 200.0,12.7995522,39.649045,0,200
,,,,,6,6,14.0393022 39.0647711 1966.4 4.957,14.0393022,39.0647711,1966.4,4.957
,,,,,6,4,13.6389753 39.1741337 2615.1 4.908,13.6389753,39.1741337,2615.1,4.908
,,,,,6,4,13.6389835 39.174138 2615.2 4.95,13.6389835,39.174138,2615.2,4.95
13.6293741 39.1581067 0.0 4000.0,13.6293741,39.1581067,0,4000,6,4,13.638886 39.1740975 2616.7 5.0,13.638886,39.1740975,2616.7,5
,,,,,6,4,13.6388807 39.1741007 2615.0 4.916,13.6388807,39.1741007,2615,4.916
13.6343461 39.1633086 0.0 4300.0,13.6343461,39.1633086,0,4300,6,4,13.6389155 39.1740993 2617.4 4.966,13.6389155,39.1740993,2617.4,4.966
13.6343461 39.1633086 0.0 4300.0,13.6343461,39.1633086,0,4300,6,4,13.63892 39.1740975 2617.5 4.88,13.63892,39.1740975,2617.5,4.88
,,,,,6,3,12.7996126 39.6490688 0.0 200.0,12.7996126,39.6490688,0,200
,,,,,6,3,12.7996276 39.6490746 0.0 200.0,12.7996276,39.6490746,0,200
,,,,,6,3,12.7997402 39.6491189 0.0 200.0,12.7997402,39.6491189,0,200
,,,,,6,3,12.7995899 39.6490598 0.0 200.0,12.7995899,39.6490598,0,200
,,,,,6,3,12.7997117 39.6491077 0.0 200.0,12.7997117,39.6491077,0,200
,,,,,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
,,,,,6,3,12.7996161 39.6490701 0.0 200.0,12.7996161,39.6490701,0,200
,,,,,6,3,12.7996282 39.6490749 0.0 200.0,12.7996282,39.6490749,0,200
,,,,,6,3,12.7997302 39.649115 0.0 200.0,12.7997302,39.649115,0,200
,,,,,6,3,12.7996285 39.649075 0.0 200.0,12.7996285,39.649075,0,200
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.937561 39.516671 2462.2999999999997 4.68,12.937561,39.516671,2462.3,4.68
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9375283 39.5166835 2461.2 4.083,12.9375283,39.5166835,2461.2,4.083
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.937486 39.5166631 2475.2999999999997 4.916,12.937486,39.5166631,2475.3,4.916
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.937564 39.5166554 2470.5 4.322,12.937564,39.5166554,2470.5,4.322
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9376345 39.5167467 2472.3999999999996 4.8,12.9376345,39.5167467,2472.4,4.8
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9376273 39.516763 2467.0 4.566,12.9376273,39.516763,2467,4.566
12.9362935 39.5169977 0.0 3000.0,12.9362935,39.5169977,0,3000,6,2,12.9375664 39.5167051 2471.2999999999997 2.82,12.9375664,39.5167051,2471.3,2.82
13.6293741 39.1581067 0.0 4000.0,13.6293741,39.1581067,0,4000,6,4,13.6388807 39.1740969 2617.4 4.9,13.6388807,39.1740969,2617.4,4.9
,,,,,6,4,13.6388762 39.17411 2615.0 4.966,13.6388762,39.17411,2615,4.966
13.63801 39.1758217 2616.3 807.357,13.63801,39.1758217,2616.3,807.357,6,4,13.6384602 39.1758302 2632.0 3.966,13.6384602,39.1758302,2632,3.966
13.63801 39.1758217 2616.3 1238.603,13.63801,39.1758217,2616.3,1238.603,6,4,13.6385867 39.1758505 2631.9 4.8,13.6385867,39.1758505,2631.9,4.8
13.6343461 39.1633086 0.0 4300.0,13.6343461,39.1633086,0,4300,6,4,13.6384503 39.1758452 2631.9 4.5,13.6384503,39.1758452,2631.9,4.5
,,,,,6,7,14.1225983 38.592425 2252.8999999999996 4.2,14.1225983,38.592425,2252.9,4.2
,,,,,6,7,14.1225983 38.5923833 2252.7999999999997 4.4,14.1225983,38.5923833,2252.8,4.4
,,,,,6,7,14.1226017 38.5925092 2249.7 4.98,14.1226017,38.5925092,2249.7,4.98
,,,,,6,7,14.1225967 38.5923983 2252.8999999999996 4.3,14.1225967,38.5923983,2252.9,4.3
,,,,,6,7,14.1145976 38.6003797 2227.8999999999996 4.98,14.1145976,38.6003797,2227.9,4.98
,,,,,6,7,14.1225983 38.5924217 2252.8999999999996 4.1,14.1225983,38.5924217,2252.9,4.1
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0391758 39.0646463 1959.6 4.985,14.0391758,39.0646463,1959.6,4.985
14.0383267 39.0708067 1617.6 16.2,14.0383267,39.0708067,1617.6,16.2,6,6,14.0392972 39.0647508 1964.7 4.996,14.0392972,39.0647508,1964.7,4.996
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0393755 39.0647849 1946.3 4.841,14.0393755,39.0647849,1946.3,4.841
,,,,,6,6,14.0392555 39.0648186 1962.9 4.816,14.0392555,39.0648186,1962.9,4.816
,,,,,6,6,14.039255 39.0648317 1963.1 5.0,14.039255,39.0648317,1963.1,5
,,,,,6,6,14.0390977 39.0648017 1949.7 4.9,14.0390977,39.0648017,1949.7,4.9
,,,,,6,6,14.0394079 39.0648613 1943.7 4.92,14.0394079,39.0648613,1943.7,4.92
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0390813 39.06657 1953.8 5.5,14.0390813,39.06657,1953.8,5.5
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0392988 39.0647659 1972.2 4.985,14.0392988,39.0647659,1972.2,4.985
,,,,,6,6,14.0392361 39.0648118 1992.1 4.9,14.0392361,39.0648118,1992.1,4.9
,,,,,6,6,14.0393621 39.0647206 1943.6 4.92,14.0393621,39.0647206,1943.6,4.92
,,,,,6,6,14.0391011 39.0647766 2006.3 4.85,14.0391011,39.0647766,2006.3,4.85
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.03925 39.0652177 1963.0 4.8,14.03925,39.0652177,1963,4.8
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0391968 39.0647359 1963.2 4.9,14.0391968,39.0647359,1963.2,4.9
14.0373099 39.0578883 0.0 899.999,14.0373099,39.0578883,0,899.999,6,6,14.0393358 39.0647502 1974.7 4.92,14.0393358,39.0647502,1974.7,4.92
,,,,,6,6,14.0392417 39.0647401 1990.2 5.0,14.0392417,39.0647401,1990.2,5
,,,,,6,4,13.6380774 39.1758679 2598.1 4.825,13.6380774,39.1758679,2598.1,4.825
,,,,,6,4,13.6381069 39.1757745 2609.9 4.45,13.6381069,39.1757745,2609.9,4.45
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
,,,,,6,7,14.1225743 38.5925867 2248.2 4.26,14.1225743,38.5925867,2248.2,4.26
14.1225592 38.5925909 2256.7999999999997 7.733,14.1225592,38.5925909,2256.8,7.733,6,7,14.1225797 38.5925616 2246.7 4.76,14.1225797,38.5925616,2246.7,4.76
,,,,,6,7,14.1225917 38.5925633 2246.7 4.7,14.1225917,38.5925633,2246.7,4.7
,,,,,6,7,14.122585 38.592565 2246.7 4.7,14.122585,38.592565,2246.7,4.7
,,,,,6,7,14.1225723 38.5926323 2246.7 4.733,14.1225723,38.5926323,2246.7,4.733
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.9373133 39.5165667 2448.3999999999996 2540.676,12.9373133,39.5165667,2448.4,2540.676,6,2,12.9374965 39.516529 2454.0 3.32,12.9374965,39.516529,2454,3.32
12.9373133 39.5165667 2448.3999999999996 1327.074,12.9373133,39.5165667,2448.4,1327.074,6,2,12.9374906 39.5165485 2453.3999999999996 4.9,12.9374906,39.5165485,2453.4,4.9
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.9373133 39.5165667 2448.3999999999996 1659.288,12.9373133,39.5165667,2448.4,1659.288,6,2,12.9374979 39.5165246 2453.3999999999996 4.78,12.9374979,39.5165246,2453.4,4.78
12.9373133 39.5165667 2448.3999999999996 2009.217,12.9373133,39.5165667,2448.4,2009.217,6,2,12.9375094 39.5165142 2453.3999999999996 5.0,12.9375094,39.5165142,2453.4,5
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.9376617 39.51666 2454.1 8.1,12.9376617,39.51666,2454.1,8.1,6,2,12.9375037 39.5165279 2460.8999999999996 4.516,12.9375037,39.5165279,2460.9,4.516
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.9375017 39.5166017 2468.5 577.944,12.9375017,39.5166017,2468.5,577.944,6,2,12.9374692 39.5166337 2483.1 6.75,12.9374692,39.5166337,2483.1,6.75
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.7992213 39.646967 1783.8 7.003,12.7992213,39.646967,1783.8,7.003,6,3,12.797688 39.6468165 1784.4 200.0,12.797688,39.6468165,1784.4,200
12.797688 39.6468165 1784.4 200.0,12.797688,39.6468165,1784.4,200,6,3,12.797688 39.6468165 1784.4 200.0,12.797688,39.6468165,1784.4,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
,,,,,6,8,14.3090662 38.1768946 1817.6 4.933,14.3090662,38.1768946,1817.6,4.933
14.3095141 38.1752922 1817.6 100.0,14.3095141,38.1752922,1817.6,100,6,8,14.3090298 38.1767618 1821.1999999999998 4.998,14.3090298,38.1767618,1821.2,4.998
14.3091783 38.1767167 1824.1999999999998 1395.955,14.3091783,38.1767167,1824.2,1395.955,6,8,14.3091659 38.1767433 1829.3999999999999 4.987,14.3091659,38.1767433,1829.4,4.987
,,,,,6,8,14.3090533 38.1767517 1829.8999999999999 4.915,14.3090533,38.1767517,1829.9,4.915
,,,,,6,8,14.3091851 38.1768122 1818.3 4.97,14.3091851,38.1768122,1818.3,4.97
,,,,,6,8,14.3092235 38.1767577 1817.3 4.783,14.3092235,38.1767577,1817.3,4.783
,,,,,6,8,14.3092881 38.1767517 1817.0 4.8,14.3092881,38.1767517,1817,4.8
,,,,,6,8,14.3091805 38.1767721 1817.0 4.56,14.3091805,38.1767721,1817,4.56
,,,,,6,8,14.3091854 38.1767677 1822.8999999999999 4.997,14.3091854,38.1767677,1822.9,4.997
,,,,,6,8,14.3091572 38.1767642 1822.6999999999998 4.883,14.3091572,38.1767642,1822.7,4.883
,,,,,6,8,14.3091228 38.1767497 1828.3 4.957,14.3091228,38.1767497,1828.3,4.957
,,,,,6,8,14.3090632 38.1769459 1831.3999999999999 4.981,14.3090632,38.1769459,1831.4,4.981
,,,,,6,8,14.3092807 38.1767024 1828.8999999999999 4.95,14.3092807,38.1767024,1828.9,4.95
,,,,,6,8,14.309241 38.1768164 1827.3999999999999 4.883,14.309241,38.1768164,1827.4,4.883
,,,,,6,8,14.3091219 38.1767112 1836.6 4.871,14.3091219,38.1767112,1836.6,4.871
,,,,,6,8,14.3092063 38.1767165 1812.6 4.914,14.3092063,38.1767165,1812.6,4.914
,,,,,6,8,14.3091802 38.1766829 1846.1999999999998 4.15,14.3091802,38.1766829,1846.2,4.15
,,,,,6,1,13.2411539 39.5203905 2088.9 4.74,13.2411539,39.5203905,2088.9,4.74
,,,,,6,1,13.2411601 39.5204199 2101.4 4.84,13.2411601,39.5204199,2101.4,4.84
,,,,,6,1,13.2412732 39.5204045 2106.6 4.1,13.2412732,39.5204045,2106.6,4.1
,,,,,6,1,13.2411085 39.5204184 2104.8 4.7,13.2411085,39.5204184,2104.8,4.7
,,,,,6,1,13.2412544 39.5204706 2096.3 4.84,13.2412544,39.5204706,2096.3,4.84
,,,,,6,1,13.2411283 39.5204494 2106.6 4.433,13.2411283,39.5204494,2106.6,4.433
,,,,,6,1,13.2411412 39.5203977 2090.4 3.4,13.2411412,39.5203977,2090.4,3.4
,,,,,6,1,13.2410734 39.5203854 2080.1 5.0,13.2410734,39.5203854,2080.1,5
,,,,,6,1,13.2411182 39.520384 2084.5 3.95,13.2411182,39.520384,2084.5,3.95
,,,,,6,1,13.2410887 39.5202508 2060.8 4.24,13.2410887,39.5202508,2060.8,4.24
,,,,,6,1,13.2412183 39.5203933 2112.4 4.5,13.2412183,39.5203933,2112.4,4.5
,,,,,6,1,13.241241 39.5205004 2116.4 4.66,13.241241,39.5205004,2116.4,4.66
,,,,,6,1,13.2411963 39.5205187 2132.9 4.76,13.2411963,39.5205187,2132.9,4.76
,,,,,6,1,13.2411268 39.5204234 2096.7 4.9,13.2411268,39.5204234,2096.7,4.9
,,,,,6,1,13.2411029 39.520371 2057.7 4.14,13.2411029,39.520371,2057.7,4.14
,,,,,6,1,13.241192 39.5204192 2083.8 3.98,13.241192,39.5204192,2083.8,3.98
,,,,,6,1,13.2412402 39.520443 2106.9 4.88,13.2412402,39.520443,2106.9,4.88
13.2412661 39.5202151 2106.9 10.375,13.2412661,39.5202151,2106.9,10.375,6,1,13.2410153 39.5203288 2044.1 3.9,13.2410153,39.5203288,2044.1,3.9
,,,,,6,1,13.2410854 39.5204039 2111.5 4.3,13.2410854,39.5204039,2111.5,4.3
13.2410705 39.5201888 2112.7 8.64,13.2410705,39.5201888,2112.7,8.64,6,1,13.2412611 39.5204712 2090.5 4.44,13.2412611,39.5204712,2090.5,4.44
,,,,,6,1,13.2411523 39.520384 2091.8 4.8,13.2411523,39.520384,2091.8,4.8
,,,,,6,1,13.2412204 39.5203423 2064.9 4.92,13.2412204,39.5203423,2064.9,4.92
13.8657087 39.7357876 2714.8999999999996 100.0,13.8657087,39.7357876,2714.9,100,6,5,13.8647153 39.7379796 2692.5 4.924,13.8647153,39.7379796,2692.5,4.924
13.8523459 39.7406192 0.0 1899.999,13.8523459,39.7406192,0,1899.999,6,5,13.8646961 39.7380468 2695.1 5.0,13.8646961,39.7380468,2695.1,5
13.8647141 39.7379756 2692.2 4.863,13.8647141,39.7379756,2692.2,4.863,6,5,13.8647807 39.7379366 2692.1 4.95,13.8647807,39.7379366,2692.1,4.95
,,,,,6,5,13.864745 39.73799 2679.3999999999996 5.0,13.864745,39.73799,2679.4,5
,,,,,6,5,13.8647067 39.738055 2679.3999999999996 4.86,13.8647067,39.738055,2679.4,4.86
,,,,,6,5,13.8648817 39.7382718 2692.7999999999997 4.95,13.8648817,39.7382718,2692.8,4.95
,,,,,6,5,13.8664467 39.7355846 2642.6 4.96,13.8664467,39.7355846,2642.6,4.96
