start-geopoint,_start-geopoint_latitude,_start-geopoint_longitude,_start-geopoint_altitude,_start-geopoint_precision,Region_faci,Facility_id4,gps,_gps_latitude,_gps_longitude,_gps_altitude,_gps_precision
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8649968 39.7382796 2669.7 4.671,13.8649968,39.7382796,2669.7,4.671
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8626939 39.7372125 4015.3999999999996 11.385,13.8626939,39.7372125,4015.4,11.385,6,5,13.8646014 39.7383871 2692.1 4.981,13.8646014,39.7383871,2692.1,4.981
13.8628309 39.7372757 4015.3999999999996 443.269,13.8628309,39.7372757,4015.4,443.269,6,5,13.8648666 39.7382693 2666.7 1450.224,13.8648666,39.7382693,2666.7,1450.224
13.8627067 39.7372 4015.3999999999996 659.191,13.8627067,39.7372,4015.4,659.191,6,5,13.8640889 39.7380424 4015.3999999999996 2200.0,13.8640889,39.7380424,4015.4,2200
13.86547 39.738605 2786.7 1405.02,13.86547,39.738605,2786.7,1405.02,6,5,13.8642934 39.7381257 2786.7 2200.0,13.8642934,39.7381257,2786.7,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8648891 39.7385395 2683.7 10.7,13.8648891,39.7385395,2683.7,10.7,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8646617 39.7381467 2657.6 1123.632,13.8646617,39.7381467,2657.6,1123.632
13.8640889 39.7380424 0.0 2200.0,13.8640889,39.7380424,0,2200,6,5,13.8647985 39.7382933 2683.6 6.914,13.8647985,39.7382933,2683.6,6.914
,,,,,6,8,14.3090772 38.1766854 1835.8999999999999 4.916,14.3090772,38.1766854,1835.9,4.916
14.308359 38.1766125 0.0 2799.999,14.308359,38.1766125,0,2799.999,6,8,14.3090335 38.1767175 1820.3999999999999 4.663,14.3090335,38.1767175,1820.4,4.663
14.3090752 38.1767248 1840.6 7.633,14.3090752,38.1767248,1840.6,7.633,6,8,14.3091672 38.1766865 1859.1 4.766,14.3091672,38.1766865,1859.1,4.766
14.3092961 38.176767 1824.3999999999999 5.457,14.3092961,38.176767,1824.4,5.457,6,8,14.3090244 38.1767686 1817.5 5.0,14.3090244,38.1767686,1817.5,5
14.3091233 38.1771983 1861.3 225.184,14.3091233,38.1771983,1861.3,225.184,6,8,14.3091043 38.1768076 1817.6999999999998 4.95,14.3091043,38.1768076,1817.7,4.95
14.3096767 38.1770583 1828.1999999999998 1558.417,14.3096767,38.1770583,1828.2,1558.417,6,8,14.3091924 38.1767649 1818.3999999999999 4.966,14.3091924,38.1767649,1818.4,4.966
14.3092741 38.1749622 0.0 2799.999,14.3092741,38.1749622,0,2799.999,6,8,14.309075 38.1766717 1829.1 3.3,14.309075,38.1766717,1829.1,3.3
14.3092741 38.1749622 0.0 2799.999,14.3092741,38.1749622,0,2799.999,6,8,14.3090706 38.176659 1828.1 4.853,14.3090706,38.176659,1828.1,4.853
,,,,,6,8,14.309048 38.1766324 1819.6999999999998 4.92,14.309048,38.1766324,1819.7,4.92
,,,,,6,8,14.3089896 38.1766447 1837.5 4.5,14.3089896,38.1766447,1837.5,4.5
,,,,,6,8,14.309098 38.176719 1811.6999999999998 4.9,14.309098,38.176719,1811.7,4.9
,,,,,6,8,14.3090343 38.1766664 1827.6999999999998 4.9,14.3090343,38.1766664,1827.7,4.9
,,,,,6,8,14.3090348 38.1767135 1828.5 4.72,14.3090348,38.1767135,1828.5,4.72
13.6398928 39.1733859 0.0 1000.0,13.6398928,39.1733859,0,1000,6,4,13.6388505 39.1741383 2617.2 4.98,13.6388505,39.1741383,2617.2,4.98
13.6383391 39.1755288 2616.9 6.734,13.6383391,39.1755288,2616.9,6.734,6,4,13.6388406 39.1740833 2615.3 4.95,13.6388406,39.1740833,2615.3,4.95
13.6387587 39.1746861 2605.9 699.999,13.6387587,39.1746861,2605.9,699.999,6,4,13.6386639 39.1741274 2614.7 4.983,13.6386639,39.1741274,2614.7,4.983
13.6398928 39.1733859 0.0 1000.0,13.6398928,39.1733859,0,1000,6,4,13.6387803 39.17416 2614.6 5.0,13.6387803,39.17416,2614.6,5
,,,,,6,4,13.6388705 39.1740752 2593.9 4.56,13.6388705,39.1740752,2593.9,4.56
12.7994453 39.6469865 1747.2 4.259,12.7994453,39.6469865,1747.2,4.259,6,3,12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100
12.8000937 39.6481068 0.0 300.0,12.8000937,39.6481068,0,300,6,3,12.797688 39.6468165 0.0 1600.0,12.797688,39.6468165,0,1600
12.7985711 39.6484294 0.0 200.0,12.7985711,39.6484294,0,200,6,3,12.8000937 39.6481068 1761.3 300.0,12.8000937,39.6481068,1761.3,300
12.797688 39.6468165 0.0 1600.0,12.797688,39.6468165,0,1600,6,3,12.797688 39.6468165 1761.3 1600.0,12.797688,39.6468165,1761.3,1600
12.7998333 39.64708 1761.3 1304.672,12.7998333,39.64708,1761.3,1304.672,6,3,12.7985711 39.6484294 0.0 200.0,12.7985711,39.6484294,0,200
,,,,,6,4,13.638915 39.1740917 2624.8 4.2,13.638915,39.1740917,2624.8,4.2
13.6393529 39.1746861 0.0 2799.999,13.6393529,39.1746861,0,2799.999,6,4,13.6389259 39.1740937 2624.7 4.95,13.6389259,39.1740937,2624.7,4.95
13.6382162 39.1757978 2610.4 10.625,13.6382162,39.1757978,2610.4,10.625,6,4,13.6389059 39.1740959 2624.8 4.715,13.6389059,39.1740959,2624.8,4.715
13.6389472 39.1720857 0.0 899.999,13.6389472,39.1720857,0,899.999,6,4,13.6389059 39.1740959 2624.8 4.715,13.6389059,39.1740959,2624.8,4.715
13.2470881 39.5218466 0.0 2099.999,13.2470881,39.5218466,0,2099.999,6,1,13.2411929 39.5204318 2082.8 3.12,13.2411929,39.5204318,2082.8,3.12
13.24119 39.5204167 2082.8 111.825,13.24119,39.5204167,2082.8,111.825,6,1,13.24117 39.5205153 2096.1 4.416,13.24117,39.5205153,2096.1,4.416
13.2394931 39.515058 0.0 2500.0,13.2394931,39.515058,0,2500,6,1,13.2411753 39.5203929 2083.0 3.846,13.2411753,39.5203929,2083,3.846
13.2412125 39.5200253 2078.1 8.5,13.2412125,39.5200253,2078.1,8.5,6,1,13.2411847 39.5204327 2094.6 3.72,13.2411847,39.5204327,2094.6,3.72
13.2413477 39.5202569 2103.9 9.24,13.2413477,39.5202569,2103.9,9.24,6,1,13.2413315 39.5205617 2078.0 3.92,13.2413315,39.5205617,2078,3.92
13.2158516 39.5169977 2074.7 4099.999,13.2158516,39.5169977,2074.7,4099.999,6,1,13.2411986 39.5204795 2102.0 4.333,13.2411986,39.5204795,2102,4.333
13.2412033 39.5204917 2102.0 323.408,13.2412033,39.5204917,2102,323.408,6,1,13.2412237 39.5204966 2090.5 4.75,13.2412237,39.5204966,2090.5,4.75
13.2394931 39.515058 2090.3 2500.0,13.2394931,39.515058,2090.3,2500,6,1,13.2412431 39.5204587 2068.7 4.68,13.2412431,39.5204587,2068.7,4.68
13.2411682 39.5201962 2089.6 4.46,13.2411682,39.5201962,2089.6,4.46,6,1,13.2411917 39.5203815 2088.3 5.0,13.2411917,39.5203815,2088.3,5
13.2357204 39.5147348 0.0 2000.0,13.2357204,39.5147348,0,2000,6,1,13.2412431 39.5204298 2093.2 3.9,13.2412431,39.5204298,2093.2,3.9
13.2412117 39.5196083 2056.1 11.4,13.2412117,39.5196083,2056.1,11.4,6,1,13.2411719 39.5204578 2080.3 3.2,13.2411719,39.5204578,2080.3,3.2
13.2126098 39.5169977 0.0 3900.0,13.2126098,39.5169977,0,3900,6,1,13.2411509 39.5204218 2084.3 4.7,13.2411509,39.5204218,2084.3,4.7
13.2126098 39.5169977 2084.0 3900.0,13.2126098,39.5169977,2084,3900,6,1,13.2411306 39.5204396 2078.7 4.29,13.2411306,39.5204396,2078.7,4.29
13.2411188 39.5202164 2147.6 6.64,13.2411188,39.5202164,2147.6,6.64,6,1,13.241192 39.5204069 2114.2 4.9,13.241192,39.5204069,2114.2,4.9
13.2411875 39.5200899 2114.2 9.9,13.2411875,39.5200899,2114.2,9.9,6,1,13.2411672 39.5203667 2103.9 3.9,13.2411672,39.5203667,2103.9,3.9
13.24117 39.5203683 2103.9 296.44,13.24117,39.5203683,2103.9,296.44,6,1,13.2411011 39.5204277 2106.0 4.483,13.2411011,39.5204277,2106,4.483
,,,,,6,1,13.2411005 39.5203231 2067.7 3.96,13.2411005,39.5203231,2067.7,3.96
13.2419114 39.5202826 1917.9 9.225,13.2419114,39.5202826,1917.9,9.225,6,1,13.2411633 39.5203733 2091.1 4.74,13.2411633,39.5203733,2091.1,4.74
13.2411961 39.5201779 2091.1 5.85,13.2411961,39.5201779,2091.1,5.85,6,1,13.2414056 39.5205269 2048.1 4.983,13.2414056,39.5205269,2048.1,4.983
13.2410586 39.5201824 2207.1 8.1,13.2410586,39.5201824,2207.1,8.1,6,1,13.2412033 39.5204337 2092.8 4.771,13.2412033,39.5204337,2092.8,4.771
13.2470286 39.5221698 0.0 2099.999,13.2470286,39.5221698,0,2099.999,6,1,13.2411597 39.5203533 2092.2 4.871,13.2411597,39.5203533,2092.2,4.871
13.2416468 39.5211402 2092.2 15.266,13.2416468,39.5211402,2092.2,15.266,6,1,13.2411029 39.5204758 2085.8 4.033,13.2411029,39.5204758,2085.8,4.033
13.2412479 39.5207312 2089.8 13.4,13.2412479,39.5207312,2089.8,13.4,6,1,13.2412072 39.5203853 2080.3 3.742,13.2412072,39.5203853,2080.3,3.742
13.2137886 39.5169977 2080.3 4000.0,13.2137886,39.5169977,2080.3,4000,6,1,13.2411958 39.5203691 2080.5 3.885,13.2411958,39.5203691,2080.5,3.885
13.2410133 39.5197883 2076.9 14.6,13.2410133,39.5197883,2076.9,14.6,6,1,13.2411771 39.5203209 2089.8 3.2,13.2411771,39.5203209,2089.8,3.2
13.2411838 39.5200608 2077.9 8.08,13.2411838,39.5200608,2077.9,8.08,6,1,13.2411485 39.5202891 2095.7 3.942,13.2411485,39.5202891,2095.7,3.942
13.2408348 39.5205899 2168.8 8.72,13.2408348,39.5205899,2168.8,8.72,6,1,13.2412513 39.5203547 2084.8 4.857,13.2412513,39.5203547,2084.8,4.857
13.6393529 39.1746861 0.0 2799.999,13.6393529,39.1746861,0,2799.999,6,4,13.5272488 39.4449331 2013.1 4.96,13.5272488,39.4449331,2013.1,4.96
14.0377582 39.0617958 0.0 2299.999,14.0377582,39.0617958,0,2299.999,6,6,14.0390984 39.0664363 1964.4 4.96,14.0390984,39.0664363,1964.4,4.96
14.0373721 39.0575626 1947.8 899.999,14.0373721,39.0575626,1947.8,899.999,6,6,14.0389759 39.0660774 2103.3 4.966,14.0389759,39.0660774,2103.3,4.966
14.0389767 39.0660767 2103.3 51.918,14.0389767,39.0660767,2103.3,51.918,6,6,14.0388864 39.0662001 1978.9 3.9,14.0388864,39.0662001,1978.9,3.9
14.0399605 39.0627727 0.0 500.0,14.0399605,39.0627727,0,500,6,6,14.0390799 39.0665371 1947.8 4.797,14.0390799,39.0665371,1947.8,4.797
,,,,,6,6,14.0393291 39.0648481 1978.4 4.928,14.0393291,39.0648481,1978.4,4.928
,,,,,6,6,14.0392285 39.0647117 1981.4 4.816,14.0392285,39.0647117,1981.4,4.816
14.0392835 39.0647767 1967.6 6.8,14.0392835,39.0647767,1967.6,6.8,6,6,14.039395 39.0648292 1980.9 4.88,14.039395,39.0648292,1980.9,4.88
14.038825 39.066305 2005.3 569.762,14.038825,39.066305,2005.3,569.762,6,6,14.038825 39.066305 2005.3 1885.115,14.038825,39.066305,2005.3,1885.115
14.0377582 39.0617958 0.0 2299.999,14.0377582,39.0617958,0,2299.999,6,6,14.0385956 39.0660789 1976.0 4.666,14.0385956,39.0660789,1976,4.666
,,,,,6,6,14.0392937 39.0648152 1973.4 4.957,14.0392937,39.0648152,1973.4,4.957
14.0373721 39.0575626 0.0 899.999,14.0373721,39.0575626,0,899.999,6,6,14.0373721 39.0575626 0.0 899.999,14.0373721,39.0575626,0,899.999
14.1165941 38.5977451 0.0 4300.0,14.1165941,38.5977451,0,4300,6,7,14.1141975 38.6015791 2264.5 4.66,14.1141975,38.6015791,2264.5,4.66
14.1165941 38.5977451 0.0 4300.0,14.1165941,38.5977451,0,4300,6,7,14.1225982 38.5925316 2251.7 4.716,14.1225982,38.5925316,2251.7,4.716
,,,,,6,7,14.1225104 38.5925675 2251.1 4.9,14.1225104,38.5925675,2251.1,4.9
14.1140749 38.6285666 0.0 4800.0,14.1140749,38.6285666,0,4800,6,7,14.1224696 38.5924698 2251.2 4.725,14.1224696,38.5924698,2251.2,4.725
,,,,,6,2,12.9375522 39.5166308 2456.6 4.94,12.9375522,39.5166308,2456.6,4.94
12.9365873 39.5169977 0.0 3200.0,12.9365873,39.5169977,0,3200,6,2,12.9374967 39.5166239 2471.3999999999996 3.9,12.9374967,39.5166239,2471.4,3.9
12.9374983 39.516625 2471.3999999999996 101.859,12.9374983,39.516625,2471.4,101.859,6,2,12.9374944 39.5165839 2471.1 4.828,12.9374944,39.5165839,2471.1,4.828
12.9365873 39.5169977 2471.1 3200.0,12.9365873,39.5169977,2471.1,3200,6,2,12.9374883 39.516615 2470.1 4.3,12.9374883,39.516615,2470.1,4.3
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
,,,,,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
,,,,,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
,,,,,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.8003163 39.6435905 0.0 600.0,12.8003163,39.6435905,0,600
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.8003163 39.6435905 0.0 600.0,12.8003163,39.6435905,0,600,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
13.636805 39.1745467 2654.2 13.9,13.636805,39.1745467,2654.2,13.9,6,4,13.6389485 39.1741377 2631.0 4.833,13.6389485,39.1741377,2631,4.833
,,,,,6,4,13.6389287 39.1741946 2630.9 4.95,13.6389287,39.1741946,2630.9,4.95
,,,,,6,4,13.6389283 39.1741953 2630.9 4.883,13.6389283,39.1741953,2630.9,4.883
,,,,,6,4,13.6389383 39.1741333 2631.0 5.0,13.6389383,39.1741333,2631,5
,,,,,6,4,13.6389582 39.174116 2631.0 4.915,13.6389582,39.174116,2631,4.915
,,,,,6,4,13.6389643 39.1741222 2631.0 4.985,13.6389643,39.1741222,2631,4.985
,,,,,6,4,13.6389589 39.1741297 2631.0 4.957,13.6389589,39.1741297,2631,4.957
,,,,,6,4,13.6389383 39.1741333 2631.0 5.0,13.6389383,39.1741333,2631,5
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300
12.9357003 39.5171756 2471.3999999999996 2290.558,12.9357003,39.5171756,2471.4,2290.558,6,2,12.9374616 39.5167838 2485.1 4.71,12.9374616,39.5167838,2485.1,4.71
,,,,,6,2,12.9374872 39.5167252 2475.8999999999996 4.557,12.9374872,39.5167252,2475.9,4.557
12.9374866 39.5167267 2475.8999999999996 24.423,12.9374866,39.5167267,2475.9,24.423,6,2,12.9374489 39.5166288 2476.0 4.833,12.9374489,39.5166288,2476,4.833
12.9374526 39.516618 2475.8999999999996 387.824,12.9374526,39.516618,2475.9,387.824,6,2,12.9374926 39.5167584 2476.0 4.9,12.9374926,39.5167584,2476,4.9
12.9365873 39.5169977 0.0 3200.0,12.9365873,39.5169977,0,3200,6,2,12.9375125 39.5166327 2478.5 5.0,12.9375125,39.5166327,2478.5,5
12.9374398 39.5166885 2478.5 622.083,12.9374398,39.5166885,2478.5,622.083,6,2,12.9375292 39.5164932 2451.5 3.64,12.9375292,39.5164932,2451.5,3.64
12.9375105 39.5164946 2451.5 605.607,12.9375105,39.5164946,2451.5,605.607,6,2,12.9374833 39.516645 2445.2 4.8,12.9374833,39.516645,2445.2,4.8
12.9365873 39.5169977 0.0 3200.0,12.9365873,39.5169977,0,3200,6,2,12.937447 39.5167087 2475.7 4.65,12.937447,39.5167087,2475.7,4.65
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0392068 39.0647542 1972.9 4.7,14.0392068,39.0647542,1972.9,4.7
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0391992 39.0648191 1972.9 4.971,14.0391992,39.0648191,1972.9,4.971
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0392058 39.0648249 1973.0 5.0,14.0392058,39.0648249,1973,5
,,,,,6,4,13.6388839 39.1740864 2603.1 4.72,13.6388839,39.1740864,2603.1,4.72
12.79298 39.635805 215.1 926.921,12.79298,39.635805,215.1,926.921,6,3,12.7985711 39.6484294 0.0 200.0,12.7985711,39.6484294,0,200
12.7985711 39.6484294 0.0 200.0,12.7985711,39.6484294,0,200,6,3,12.7985711 39.6484294 0.0 200.0,12.7985711,39.6484294,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
12.7986866 39.6477843 0.0 300.0,12.7986866,39.6477843,0,300,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.7973951 39.6468165 0.0 1700.0,12.7973951,39.6468165,0,1700,6,3,12.7998627 39.6493972 0.0 1799.999,12.7998627,39.6493972,0,1799.999
12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200,6,3,12.7996275 39.6490746 0.0 200.0,12.7996275,39.6490746,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100,6,3,12.8003247 39.6468165 0.0 100.0,12.8003247,39.6468165,0,100
12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999,6,3,12.7996275 39.6490746 0.0 1799.999,12.7996275,39.6490746,0,1799.999
12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700,6,3,12.7976303 39.6471391 0.0 1700.0,12.7976303,39.6471391,0,1700
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200,6,3,12.797688 39.6468165 0.0 200.0,12.797688,39.6468165,0,200
12.9370283 39.51729 2484.7999999999997 832.15,12.9370283,39.51729,2484.8,832.15,6,2,12.9374954 39.5166523 2489.8999999999996 3.903,12.9374954,39.5166523,2489.9,3.903
12.9374951 39.5166482 2489.8999999999996 32.117,12.9374951,39.5166482,2489.9,32.117,6,2,12.9375026 39.516607 2489.3999999999996 3.7,12.9375026,39.516607,2489.4,3.7
,,,,,6,2,12.9374219 39.5167295 2475.5 4.44,12.9374219,39.5167295,2475.5,4.44
13.6293741 39.1581067 0.0 4000.0,13.6293741,39.1581067,0,4000,6,4,13.6389454 39.1741496 2612.0 4.95,13.6389454,39.1741496,2612,4.95
,,,,,6,4,13.6389466 39.1741488 2612.1 5.0,13.6389466,39.1741488,2612.1,5
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0391941 39.0648025 1973.0 4.9,14.0391941,39.0648025,1973,4.9
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0391807 39.0648745 1973.0 4.958,14.0391807,39.0648745,1973,4.958
14.1191543 38.6016805 0.0 1500.0,14.1191543,38.6016805,0,1500,6,7,14.122409 38.5925107 2272.3999999999996 4.92,14.122409,38.5925107,2272.4,4.92
14.1225597 38.5924764 2251.2999999999997 2.183,14.1225597,38.5924764,2251.3,2.183,6,7,14.1225023 38.5925164 2251.2999999999997 3.5,14.1225023,38.5925164,2251.3,3.5
14.1225114 38.5925298 2256.2 2.26,14.1225114,38.5925298,2256.2,2.26,6,7,14.1225649 38.5923146 2234.2 4.416,14.1225649,38.5923146,2234.2,4.416
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.039205 39.0647648 1972.9 4.76,14.039205,39.0647648,1972.9,4.76
14.0398983 39.0630983 0.0 500.0,14.0398983,39.0630983,0,500,6,6,14.0391982 39.0647961 1972.9 4.866,14.0391982,39.0647961,1972.9,4.866
14.0398361 39.0634239 0.0 3000.0,14.0398361,39.0634239,0,3000,6,6,14.0390871 39.0666317 2003.6 4.95,14.0390871,39.0666317,2003.6,4.95
12.9365873 39.5169977 0.0 3200.0,12.9365873,39.5169977,0,3200,6,2,12.937442 39.5167052 2480.7999999999997 4.12,12.937442,39.5167052,2480.8,4.12
12.93744 39.516705 2480.7999999999997 167.164,12.93744,39.516705,2480.8,167.164,6,2,12.9374646 39.5167108 2476.1 4.8,12.9374646,39.5167108,2476.1,4.8
14.3086612 38.1766125 0.0 2799.999,14.3086612,38.1766125,0,2799.999,6,8,14.3091811 38.1767236 1838.6 4.94,14.3091811,38.1767236,1838.6,4.94
14.3072125 38.1762824 0.0 800.0,14.3072125,38.1762824,0,800,6,8,14.3091615 38.1767936 1845.6999999999998 4.88,14.3091615,38.1767936,1845.7,4.88
14.3090297 38.1769975 1835.6 14.4,14.3090297,38.1769975,1835.6,14.4,6,8,14.3091567 38.1767944 1815.1 4.871,14.3091567,38.1767944,1815.1,4.871
14.3095583 38.1766033 1835.0 11.7,14.3095583,38.1766033,1835,11.7,6,8,14.3091933 38.1768104 1821.5 4.857,14.3091933,38.1768104,1821.5,4.857
14.3091883 38.1768033 1821.8 302.89,14.3091883,38.1768033,1821.8,302.89,6,8,14.3092245 38.176767 1828.1 4.771,14.3092245,38.176767,1828.1,4.771
14.3072125 38.1762824 0.0 800.0,14.3072125,38.1762824,0,800,6,8,14.3091008 38.176569 1827.6999999999998 4.38,14.3091008,38.176569,1827.7,4.38
14.3081275 38.1746321 0.0 3000.0,14.3081275,38.1746321,0,3000,6,8,14.3090763 38.176723 1827.5 3.642,14.3090763,38.176723,1827.5,3.642
14.3090664 38.1767059 1827.5 201.229,14.3090664,38.1767059,1827.5,201.229,6,8,14.3091105 38.176725 1811.0 4.983,14.3091105,38.176725,1811,4.983
14.3081275 38.1746321 0.0 3000.0,14.3081275,38.1746321,0,3000,6,8,14.3091778 38.1767831 1792.3999999999999 4.866,14.3091778,38.1767831,1792.4,4.866
14.3093271 38.1766149 1881.0 8.0,14.3093271,38.1766149,1881,8,6,8,14.309103 38.1767606 1820.0 4.883,14.309103,38.1767606,1820,4.883
14.3091677 38.1766464 1820.0 6.6,14.3091677,38.1766464,1820,6.6,6,8,14.3091182 38.1768617 1828.8 4.88,14.3091182,38.1768617,1828.8,4.88
14.3081275 38.1746321 1831.3 3000.0,14.3081275,38.1746321,1831.3,3000,6,8,14.309065 38.1769267 1836.3 4.01,14.309065,38.1769267,1836.3,4.01
14.3090809 38.1770243 1865.1 7.085,14.3090809,38.1770243,1865.1,7.085,6,8,14.3093105 38.1767309 1834.3999999999999 4.94,14.3093105,38.1767309,1834.4,4.94
14.3090428 38.1767708 1829.1999999999998 5.87,14.3090428,38.1767708,1829.2,5.87,6,8,14.3092483 38.1767994 1824.5 4.771,14.3092483,38.1767994,1824.5,4.771
